,Headline,Content,fakeness
442,"Hemant Soren’s succession plan stalled, JMM-Congress coalition asks: ‘What is the Governor waiting for?’",Congress says Governor didn’t give them time to meet; ex-BJP leader calls for short-term President’s Rule,0
443,"INDIA bloc rattled again, unsure if ‘BJP vendetta’ has echo on poll street","This comes days after Nitish Kumar’s JD(U) walked out of the INDIA bloc and returned to the NDA, stunning the Opposition parties.",0
444,"An arrest long in the making, Hemant Soren under central agencies’ scanner since 2020","The JMM leader has been dogged by central agencies in several cases, from money laundering to illegal mining, since coming to power after the 2019 Jharkhand Assembly polls. Soren claims he is being targeted because he is not aligned with “any political party at the Centre”",0
445,"Nitish Kumar hits back, slams Rahul Gandhi’s ‘faltu baat’ on caste survey, Tejashwi for jobs claim","In first such remarks against former partners, the JD(U) leader says he held meetings as far back as 2019 and 2020 (in his earlier stint in NDA) on caste census",0
446,"In Kerala, BJP’s Christian outreach gets a booster as P C George merges outfit with it","A seven-time legislator at the centre of several rows in recent years over his anti-Muslim tirades, George has been close to the Sangh Parivar",0
447,"Decode Politics: ED at his heels, what are the options before Hemant Soren","As Soren's sister-in-law Sita comes out to stake her claim for CM, while his wife's election faces challenges, the JMM is weighing pros and cons",0
448,"As INDIA tie-up, Chandigarh mayor post hang on 8 ‘invalid’ votes, who holds them so — and how","Blank, spoiled ballot, one marked in violation of rules, or one marked twice are some of the grounds on which a vote can be declared invalid",0
449,"No let-up in INDIA’s Bengal troubles: Mamata lashes out at Cong, CPM; Cong claims Rahul Yatra ‘attacked’, backtracks","On a tour of Malda, TMC supremo reiterates her offer of 2 Lok Sabha seats to Congress, asserts she can't work with CPI(M), accuses the parties of ""clearing the ground"" for Bengal",0
450,"Decode politics: Tribals key, how Naveen govt doing damage control over law, unveiling promises in Odisha","In 2019 Lok Sabha and Assembly polls, the tribal reserved seats were almost equally split between BJD and BJP. From MSP for produce to protection of language, BJD govt rolls out plans",0
451,"Behind CM Revanth Reddy push for Gaddar statue, bid to claim Dalit icon, wrest Telangana sentiment from BRS","To honour legacy of key face of Telangana statehood movement, Cong govt allots land at Tellapur near Hyderabad to install the balladeer’s statue",0
452,"BJP leaders claim success in stifling Rahul Yatra in Assam, ensuring it did not gain momentum in NE","Fear was Rahul rallying Assam's substantial minority population behind Yatra, coasting on this through Bengal, Bihar; Congress counters that BJP attacks only helped propel Yatra",0
453,"Ex-Assam Youth Congress chief targets Rahul,  flags Yatra ‘snub’ as ‘trigger’ for switch to BJP","Angkita Dutta, who was expelled from Cong after accusing IYC chief Srinivas of 'harassment', says she could not get an audience with Rahul when his Yatra crossed Sivasagar",0
454,"Today in Politics: Hemant Soren to appear before ED, Chandigarh mayoral poll dispute in court","Plus, the last session of the 17th Lok Sabha is set to begin, and the Congress’s yatra will be back in Bengal amid worsening ties between the party and Mamata Banerjee.",0
455,"SP blindsides Congress with second surprise within days, names 16 Lok Sabha candidates","""You should ask the SP leadership why they have cheated us like this,” says a Congress leader; SP responds: “No one has been kept in the dark”",0
456,"Babulal Marandi: ‘If a CM (like Soren) runs from officers, ED or CBI, what hope can you have of him saving state interest?’",'If a CM is missing for 40 hours...question will arise as to why he is running away...What is the need to hide?' asks Jharkhand BJP chief in an interview with The Indian Express,0
457,‘Maratha notification will not hit OBC quota… it remains untouched’: Rashtriya OBC Mahasangh chief,"Babanrao Taywade says his organisation had ""succeeded"" as it had got the government to ensure ""no quota from OBC pie""; says they will organise a campaign for a caste census",0
458,"Rahul Gandhi breaks silence on Nitish Kumar, says he went to BJP as he was opposed to caste survey","Claims they forced Nitish to do the caste survey; Mahagathbandhan puts up a big show in Bihar though RJD leaders Lalu, Tejashwi skip due to ED summons",0
459,Rajasthan minister who has called for a hijab ban in schools: Who is Kirodi Lal Meena?,"The state Cabinet Minister, next only to the CM and Deputy CMs in the government hierarchy at present, was one of the most vocal critics of the Ashok Gehlot administration and regularly hit the streets in protest",0
460,"Decode Politics: Why with Chandigarh mayor win, BJP deals INDIA another blow","Congress, AAP had billed it as first poll tie-up of INDIA parties; two parties left crying foul as BJP retains its hold on the civic body despite being 5 short in numbers",0
461,"From the Urdu Press: ‘Nitish switch sets stage for Tejashwi time’, ‘INDIA bloc loses the plot, from Bengal to Punjab’","'Are the Maharashtra authorities bent on sending out a message that the state has also adopted the bulldozer culture? If this is the case, it is unfortunate,' writes Inquilab",0
462,"With hijab remarks, first-time Rajasthan BJP MLA Balmukundacharya notches up another row","Mahant of popular Hathoj Dham temple, he stirs a row asking school authorities to prevent students from wearing the hijab at government schools. Last year, he targeted meat vendors in Jaipur, saying this is “Apara Kashi, not Karachi”",0
463,"Tamil star ‘Thalapathy’ Vijay set to launch political party, eye on 2026 TN Assembly polls","Seen as next only to Rajinikanth in popularity, Vijay's fan group is being converted into a party that will be registered with the EC “sometime around next week”",0
464,"As ED questions Tejashwi, top RJD leaders huddle in Patna, skip Rahul’s Purnia rally",Top RJD leaders have decided to stay put in Patna in view of the ED’s questioning of Lalu and Tejashwi,0
465,"Mani Shankar Aiyar’s profile of Rajiv Gandhi as a ‘misunderstood PM’: Babri to Shah Bano, Bofors to Punjab, Assam accords","In his book, Aiyar says Rajiv lacked the “guile, deviousness and deceit which may have helped him become a more long-lasting PM”, and says his “political advisers often led him up the garden path... for which he of course had only himself to blame”",0
466,"Jagadish Shettar interview: ‘When I left BJP, it was due to some people (B L Santhosh) … things have changed since Vijayendra took over’","""Within the (Lingayat) community too, there is a feeling that Modi’s leadership should continue and that there would be confusion if I remained in the Congress,"" says former Karnataka CM who rejoined BJP last week",0
467,Nitish exit sets off INDIA worry in UP as SP fears setback to Akhilesh’s non-Yadav OBC outreach,"Bihar CM’s move to ally with BJP may hit SP bid to woo Kurmis, which is a part of Akhilesh's targeted base of PDA or 'Pichchde (backwards), Dalits and Alpsankhyak (minorities)'",0
468,"Hemant Soren back in Ranchi, meets MLAs with wife; ED seizes cash, SUV","Marandi had led the attack on Soren through the day. “The Chief Minister of our state has been missing for the last 40 hours due to fear of the central agencies and has again run away, hiding his face,” he had posted on X.",0
469,"In shadow of Nitish exit, Congress eyes ‘show of strength’ at Rahul’s Purnea rally as INDIA totters","Refraining from commenting on Nitish's switch, Rahul continues his caste census pitch during Yatra, even as Abhishek Banerjee turns up heat on Cong",0
470,MP Assembly poll rout aftermath: Congress leaders come to blows over ‘Digvijaya Singh role’,"Congress issues show cause notice to the two leaders, questions also raised about Digvijaya blaming EVMs for poll loss",0
471,Today in Politics: Big day for INDIA bloc — can it score its first victory over BJP?,"While AAP and Congress take on BJP in Chandigarh mayoral polls, the alliance will look to send out a message through a show of strength in Bihar’s Purnea, and hold crucial seat-sharing talks in Maharashtra.",0
472,"Cometh elections, cometh CAA promise: Union MoS says to be implemented ‘in a week’","Shantanu Thakur, who belongs to Bengal’s Matua community which will benefit from CAA, talks of a Feb enactment, as does BJP leader Suvendu Adhikari",0
473,"Amid INDIA’s Bihar gloom, a Tamil Nadu cheer: ‘Like-minded’ DMK agrees to 9 seats for Congress",Congress had won eight of nine seats it contested in 2019; some constituencies may see adjustments,0
474,"Polls to 56 Rajya Sabha seats up next in Feb end, INDIA has some good news: no further slide likely","BJP’s recent Assembly election wins are unlikely to change composition much in Upper House where NDA has 109 members, INDIA 89; biggest loser to be BRS",0
475,"Navjot Sidhu back on familiar self pitch, Congress fears hit wicket","The former Amritsar MP's solo events are rocking Congress boat just when its Punjab chief Raja Warring and LoP Partap Bajwa were steadying it, having managed to reduce friction",0
476,Congress leaders named for first time in Chhattisgarh FIRs are both close to its ex-CM Bhupesh Baghel,"Amarjeet Bhagat served as the former minister for food, civil supplies and consumer protection; U D Minj is a former MLA from Kunkuri seat",0
477,"Bihar ‘settled’, BJP zeroes in on key swing states Maharashtra, Karnataka, Bengal for LS pollsSubscriber Only","With the memory of its 2004 loss seared into memory, the party does not want to take anything for granted as last week’s developments in Patna illustrate.",0
478,"Shivanand Tiwari: ‘With Nitish with us, we had a clear advantage. But now, it is very tough… (On job front) Tejashwi has clearly scored over Nitish’","'Tejashwi has evolved as a very mature leader... While he has drawn heavily from his father Lalu Prasad's social justice theme, he has very smartly woven development politics into it,' RJD veteran tells The Indian Express",0
479,CPM warms up as TMC distances itself from Rahul Yatra via Bengal,"The Left party confirms greater participation of heavyweights, youth leaders in Yatra second phase through minority-dominated Malda, Murshidabad districts, where both parties have electoral stakes",0
480,"Decode Politics: As OBC protests swell over Maratha quota, why BJP has most to lose","Party has managed to build an OBC base for itself, in a state where they number over half the population. Plus, any gains from Maratha promise is likely to be cornered by Shinde Sena",0
481,"In Telangana, why some BRS MLAs’ meetings with CM Revanth Reddy have sparked a buzz","Five BRS MLAs have met the CM over the past week, including one who is eyeing the Medak LS seat from where former CM KCR may also contest.",0
482,"As Akhilesh offers Congress 11 LS seats, numbers show why SP is INDIA pivot in UP","If 2022 Assembly polls are a basis, INDIA parties would come ahead of NDA in only 23 of UP's 80 LS seats, with Cong making a difference in just 3; BSP's addition, should it happen, could be a game changer",0
483,"In Karnataka’s Lingayat belt, BJP gets Lok Sabha poll headstart by Jagadish Shettar return","BJP has now got more options to pick strong faces in Belagavi, Dharwad and Haveri in north Karnataka, with Shettar set to contest from any of these seats",0
484,"Lok Sabha polls on the horizon, new CMs focus on welfare push: All that they have announced","From monthly stipends for the poor and elderly to farm sops and housing funds, the governments of Rajasthan, Madhya Pradesh, Chhattisgarh, and Telangana have announced several welfare schemes since coming to power in December",0
485,"As Congress hopes for more, SP first family fixes its LS seats, Akhilesh set for Kannauj","Wife Dimple and uncle Shivpal are likely to contest from the SP bastions of Mainpuri and Azamgarh, respectively.",0
486,"Decode Politics: As ULFA formally disbands, tracing its nearly half-century journey, with some miles to go","The pro-talks faction that signed a peace accord with the government last month wrapped up, admitting they were doing so ""without attaining our objective"" but being left with ""no option"". Meanwhile, the Paresh Baruah faction holds out.",0
487,"Passed over for Rajasthan CM post, BJP warms up to ‘absent’ Vasundhara Raje before Lok Sabha polls","After first-time MLA Bhajan Lal Sharma was named as CM, Vasundhara Raje had distanced herself from the party, skipping three key events during the first month of his tenure",0
488,"Kejriwal unveils split Haryana strategy: AAP to contest Assembly polls solo, Lok Sabha seats with INDIA",AAP chief's announcement came days after state Cong leader Bhupinder Hooda said he was not in favour of an alliance with AAP for LS polls,0
489,"Hoping to regain Odisha ground, Cong ups its game:  Raking up ‘BJD-BJP nexus’ to inducting ex-leaders","AICC chief Kharge is to address a rally Monday in a bid to galvanise party workers, while Rahul Yatra will enter the state on February 4 to traverse several districts.",0
490,Today in Politics: PM Modi to hold ‘Pariksha Pe Charcha’; Rahul Yatra in Bihar amid INDIA crisis,"Staying away from Rahul Yatra in her state, CM Mamata Banerjee is undertaking her own tour of eight districts, mostly in north Bengal, to attend public programmes",0
491,"RJD, Congress to scout for new political equations","Sources said the RJD, the senior partner in INDIA bloc in Bihar, is already looking at leaders and smaller parties within and outside NDA that haven’t had very cordial relations with Nitish Kumar in the past.",0
492,K C Tyagi: ‘Nitish walked out of INDIA as Cong conspired to finish off regional parties’Subscriber Only,"'Slowly everyone will come out (of INDIA bloc)... there will be no alliance between Congress and Mamata (in Bengal), SP (in UP)... Not even in Tamil Nadu (with DMK),' JD(U) political advisor tells The Indian Express",0
493,Nitish Kumar’s words that may haunt him now: ‘NDA has no vision’ to ‘BJP will be finished in Bihar’ to caste census,"Backing Opposition's demand for a statement by PM Modi on Manipur violence, Nitish said in July last year, “Such incidents are highly condemnable. The Prime Minister must issue a statement in Parliament.”",0
494,"Nitish Kumar sworn in as Bihar CM for the 9th time, along with two deputies from BJP",Things were not going well... no question of going back now: Nitish Kumar,0
495,"Behind BJP’s Deputy CM picks: OBC-upper caste faces, rewarding aggression, keeping Nitish Kumar in check","Apparently dissatisfied by its previous OBC-EBC leadership experiment, BJP has now trusted Samrat Choudhary & Vijay Sinha, who had been at forefront of taking on Nitish as Oppn leaders",0
496,"Tejashwi’s next move: Take credit for jobs, raise development pitch and wait for Nitish to falter on his own","Having pushed back against pressure from own ranks to try form a new govt, Tejashwi Yadav will be now be leading RJD’s campaign projecting him as the ""new development man"" of Bihar",0
497,"Vijay Kumar Sinha – New Bihar deputy CM who cut his teeth as an aggressive Speaker, LoP","A three-time MLA, Sinha as Speaker had several clashes with CM Nitish on the floor of the House while the two parties were in alliance between 2020-2022. It was cited by the JD(U) as among the reasons for its exit from the NDA then",0
498,Samrat Choudhary: Nitish Kumar baiter who is now his deputy,"While he started out with Samata Party, co-floated by Nitish, Choudhary has done his share of political wandering, but in recent years emerged as the JD(U) leader's foremost BJP critic, even when the two were in alliance.",0
499,"Congress throws ‘Aya Ram, Gaya Ram’ jibe at Nitish, but fears its chances of bettering 2019 tally hit","Congress is also facing charges of having adopted a 'callous attitude' towards allies, with Mamata's angry decision to contest alone, Nitish's exit and Bhagwant Mann's no tie-up salvo",0
500,"Nitish Kumar: The perennial survivor, leader of all seasons",Nitish’s move to dump Mahagathbandhan to cross over to NDA to become CM for a record 9th term marks the fourth time in just over a decade that he has switched sides,0
501,"Nitish Kumar resigns as Bihar CM, set to form govt with BJP","Nitish Kumar, whose JD(U) was in government with the RJD and the Congress, is expected to join hands with the BJP to form a new government in Bihar. Sources said the new government would be sworn in later on Sunday, at around 4 pm.",0
502,"Nitish’s flip-flop, flip-flop: Numbers show it has always paid JD(U) to join hands with BJP in Lok SabhaSubscriber Only","In 2019 and 2009, when it contested as part of NDA, JD(U) had a good show in Lok Sabha polls, while 2014 solo act had left it flailing; in Assembly polls, it has had equal success with both NDA and Mahagathbandhan but 2020 was a jolt",0
503,"Today in Politics: Bihar political configuration all set to change again, Bengal test for Rahul yatra","Plus, Bhupesh Baghel is in Patna as a section of Bihar Congress MLAs is said to be unreachable.",0
504,"As Nitish Kumar continues to shake up Bihar politics, 4 reasons why he remains JD(U)’s Pied Piper",Despite the Bihar CM’s many flip-flops — he has changed sides four times in over a decade — his hold over his party has not loosened and he has prevented it from splitting.,0
505,"Amid rumblings in INDIA bloc, Congress admits optics took a hit: ‘But alliance not imploding’",Party flies out Bhupesh Baghel to Patna amid reports that a section of the Congress MLAs in Bihar is unreachable,0
506,"Shinde and BJP placate Marathas on quota issue but OBCs left unhappy, talk of protests","This will be politically significant for the ruling alliance of Shiv Sena led by Shinde, BJP, and the Ajit Pawar-led Nationalist Congress Party (NCP) ahead of the Lok Sabha elections and Assembly polls later this year as Marathas constitute 33% of the population.",0
507,"All eyes on Patna today with Nitish Kumar set to break up, stake claim with BJP","RJD leader Tejashwi Prasad Yadav, who called a meeting of his MLAs Saturday, said they should ""go to people with their achievements,” and delink the party from Nitish’s decision to break if and when it happens.",0
508,"The legend of Jayalalithaa’s jewels: 27 years hence, some stories remain golden","The seizures made back in 1997 had the state marvelling at her saris, slippers, wine glasses, gold, diamonds, even a luxury bus. Will they finally make it back to TN? Maybe, not so soon",0
509,"Ajit Pawar’s son with a penchant for controversies: Who is Parth Pawar, whose meeting with a ‘gangster’ has kicked up a row?",The 34-year-old who was trounced in the Lok Sabha elections five years ago wants to contest this time again and met Gajanan Marne who has a strong base in Pune’s Kothrud area and a strong following among the youth.,0
510,"INDIA disquiet on UP front: Akhilesh springs a surprise, 11 seats for Cong which wanted more","The Congress, sources said, was hoping to get 15-16 seats in UP and Yadav’s announcement is seen as a bid to force the Congress’s hand and make it give one seat to the SP in Madhya Pradesh.",0
511,"Jammu and Kashmir panchayat terms over, no polls in sight, local development work in limbo","Sarpanches say the panchayats should have been allowed to continue, flag concerns about ability of newly appointed block officers to address concerns of villagers",0
512,Decode Politics: Why the case of life convict Davinderpal Singh Bhullar continues to be a hot button issue in Punjab,"As his premature release plea is rejected for the seventh time, Akalis point fingers at AAP govt in Delhi; latter blames BJP members on Tihar Jail board",0
513,"Newsmaker | Meet Leishemba Sanajaoba, Rajya Sabha MP and Manipur’s titular king, with links to Arambai Tenggol",His sharing of stage with BJP in 2017 and later acceptance of RS ticket was first such political association by a Manipur royal; Kukis have demanded that his role in the ongoing conflict be scrutinised,0
514,"Ahead of Budget Session, Gujarat Opposition space further shrinks","Already at a historic low, the Opposition numbers have been further depleted with three resignations, besides that of an Independent who had already pledged support to BJP",0
515,Today in Politics: Clarity likely in Bihar situation as Nitish Kumar plans his next move,"Plus, a five-judge Supreme Court Bench will hold a special sitting after a Calcutta High Court judge accused a fellow judge of acting at a political party’s behest.",0
516,"To placate, keep dissent in check, Congress govt in Karnataka appoints board, corporation chiefs","With Lok Sabha polls around the corner, party attempts to smooth things over with MLAs who did not get ministerial berths last year",0
517,"Split fear and more, why Nitish Kumar dumped BJP in 2022 and why he is looking to return to NDA nowSubscriber Only","In 2022, Bihar CM felt sidelined by BJP, looked at Sena fate as a warning; now, his eyes on INDIA uncertainty and BJP surefootedness",0
518,Congress to raise with Centre ‘assault’ on its Manipur chief at meeting called by Meitei outfit,"MLA says 3 legislators were assaulted, including 2 of BJP, at the meeting called by Arambai Tenggol, held under state and Central security",0
519,Akhilesh on the state of INDIA alliance: ‘Congress’s responsibility to bring together smaller parties’,"“Ask yourself honestly what are you doing?” SP national secretary Rajeev Rai asks Congress as unease grows over reports of Nitish jumping ship, Mamata contesting on her own",0
520,"Gyanvapi row: Parties silent, RSS, BJP likely to leave matter to courts","While Union minister Giriraj Singh urges Muslims to hand over mosque, across RSS, BJP, VHP, the thinking is there is no need for Sangh to get in, “when society is itself active on these issues”",0
521,"After Jagannath shrine, Naveen Patnaik ready with another, Rs 200 crore temple showcase","Saturday's event, with fanfare including closure of educational institutions, is BJD's outreach towards western Odisha, which has tended to vote for the Opposition, as well as a counter to BJP’s Hindutva push",0
522,Nitish Kumar as CM and two Deputy CMs from BJP: JD(U)-BJP govt starts taking shape,"EBC leader Renu Devi may return as Deputy CM; BJP leaders say survey giving the party 32 seats at best, against 39 for NDA last time, cleared the ground",0
523,Uttarakhand Assembly will hold special session on Feb 5 to pass Uniform Civil Code,"BJP-ruled Gujarat, Assam plan similar Bill; three states may have UCC in place before Lok Sabha polls are held",0
524,How PM Modi’s Muslim world outreach blunts discordant notes at home,"Just ahead of LS polls, PM Modi is going to visit UAE to inaugurate BAPS Hindu Mandir and address 'Ahlan Modi (Hello Modi)' event in Abu Dhabi",0
525,"Decode Politics: Who are Arambai Tenggol, the group at whose beckoning Manipur Meitei MLAs came rushing","Senior Congress leader Jairam Ramesh claims legislators were attacked at Wednesday's meeting ""under full security protection of state and central forces""",0
526,"Amid ally trouble, one party keeps Congress, others hanging: Prakash Ambedkar’s VBA","Vanchit Bahujan Aghadi leader, who has considerable Dalit, OBC support base, snubs an invite for seat-sharing talks by MVA leaders as he plays for more, seeks to cash in on the Maratha quota tension.",0
527,"Today in Politics: Will Opposition respond to ASI report on Gyanvapi, what stand will RSS take?","Plus, Maratha quota protesters led by Manoj Jarange-Patil at Mumbai's doorstep but no permission given for hunger strike.",0
528,"Post-Temple, BJP sets election ball rolling in Jammu and Kashmir, has eye on at least Anantnag apart from Jammu and Udhampur","As the party holds poll meetings, launches village campaign, its investment in tribal Gujjar-Bakerwal, Pahari populations and weakened opposition parties are expected to help BJP",0
529,"Decode Politics: As Jarange-Patil brings Maratha quota battle to Mumbai, why Shinde govt has hopes riding on SC",The government says it is waiting for the Supreme Court verdict on its curative plea as it will give it a “clear idea on how to proceed with reservation” and come up with a solution that will be long-lasting and withstand legal and constitutional tests.,0
530,"In Kerala, a book creates a ripple: Why it has put Congress in a spot",Late K M Mani's autobiography on the bar bribery scandal of 2014 was released by CM Pinarayi Vijayan in Thiruvananthapuram on Thursday.,0
531,"As Nitish blows cold, Congress hopes to thaw Mamata to secure INDIA alliance","With a possible Nitish exit set to deal a fatal blow to the coalition, from Hindi heartland to caste census demand, Congress leaves no stone unturned to woo back the TMC chief.",0
532,"All’s not well between Nitish, rest of the Opposition: 5 signs of friction in Bihar and INDIA alliancesSubscriber Only","From differences over simultaneous polls to fight over credit for health and job initiatives, the JD(U) and RJD have not seen eye to eye in recent weeks. Nitish was also said to be unhappy over the lack of consensus on his role in the INDIA alliance",0
533,"Decode Politics: Lok Sabha polls to INDIA, why for BJP, getting Nitish a win-winSubscriber Only","Despite some reservations, state BJP leaders admit the JD(U) supremo and his party's 15% vote share a valuable plus",0
534,"With Nitish poised to jump ship again, a saga  of his flip-flops on alliances with BJP, RJD",Nitish's switch would deal a severe blow to the ruling Mahagathbandhan in Bihar as well as the Opposition INDIA bloc at the national level,0
535,"Nitish Kumar at U-turn again, BJP holds talks, allies hold breath","While refusing to confirm speculation, JD(U) leader K C Tyagi says INDIA bloc in trouble.",0
536,"BJP beats Modi trumpet, campaign song focuses on PM, schemes","The refrain of the song is “He weaves weave reality, not dreams, that's why everyone chooses Modi""",0
537,"Bhupinder Hooda now shuts door on AAP in Haryana after INDIA trouble in Bengal, Punjab","Former CM says a party can demand seats only where it has a base, claims Cong self-sufficient to win in the state; AAP is hoping for 5 seats, on borders with Punjab and Delhi",0
538,"INDIA alliance in Bengal hangs on Congress demand for more than 2 seats, but why numbers an eyeopener","The Congress hasn’t been a major player in the state, in either Lok Sabha or Assembly polls, since the early 1970s. In more recent elections, it has fallen to some of its lowest vote shares and seat tallies",0
539,Five takeaways from Modi’s address to first-time voters,"PM exhorts first-time voters to file suggestions for BJP manifesto on Namo app; talks about generation 'inspired by Ramayana, Gita, powered by AI'; tells youth to decide India's future by voting for stable, majority govts and against 'family-run parties'; lists achievements since 2014",0
540,Decode Politics: Why a radical Meitei outfit chose Imphal’s Kangla Fort to ‘summon’ legislators,"As the seat of Manipur Meitei kings, the fort holds a deep cultural and historic symbolism for the community; its control by the Centre for long was also a cause of Manipuri 'alienation'",0
541,"BSY hand in Jagadish Shettar’s full U-turn, returns to BJP ‘thanking it’","Congress hopes of wooing Lingayats likely to take a beating; Deputy CM Shivakumar says Shettar broke party’s trust, CM Siddaramaiah says Congress never insulted him",0
542,"1.8 minutes: Governor Arif Mohd Khan ‘budgets’ his Kerala House speech, skips all but first, last paras","One of the shortest policy addresses by a Kerala governor, skipped portions which included the state's criticism of Centre's fiscal policies. In earlier years, Khan has read similar passages",0
543,"As ex-foreign secy Shringla steps up Darjeeling outreach, hills abuzz over his plunge into LS fray","Shringla has been projecting his ‘Bhumiputra’ credentials while connecting with people across Darjeeling seat, even as BJP has come under pressure to field a local face in the polls",0
544,"On road to Ayodhya and to LS polls, Ram Temple is a factor, just strong enough to cut across other concerns","The grand celebration and ‘politicisation’ of the Mandir inauguration might divide people along party affiliations, but almost everyone is for the Temple. As BJP supporters cite law and order and infrastructure ‘improvement’, even those asking job, price rise questions say, ""Where is the alternative""",0
545,"Behind Mamata, Adhir face-off, a history of bad  blood, from Bengal Cong days through TMC rise","Adhir Ranjan Chowdhury reason for INDIA alliance not working out between Congress and TMC in Bengal, alleges Derek O'Brien",0
546,"In Karnataka, BJP sure of its Hindutva strongholds, not so much its sitting MPs","Uttara Kannada, Dakshina Kannada, Udupi Chikamagalur voted in BJP with highest victory margins in the state in 2019, but it was seen as more of a win for Modi, with leaders' popularity waning",0
547,"Today in Politics: PM Modi set to kick off LS poll campaign, from addressing first-time voters to holding Bulandshahr rally",President Murmu will address the nation on eve of Republic Day; PM Modi will hold talks with French President Emmanuel Macron — the chief guest for Republic Day celebrations — in Jaipur,0
548,"From new voters to scheme beneficiaries, BJP steps up outreachSubscriber Only","BJP leaders also said although big ticket announcements are not expected, the interim budget is also expected to “create a positive atmosphere and optimism” as “India’s glory as Vishwaguru would be one of the key themes in the BJP campaign” for the Lok Sabha elections.",0
549,"Union minister, Rajya Sabha MP, MLAs across party lines in attendance after radical Meitei group ‘summons’ them","The Indian Express reached out to several MLAs who were at the meeting, but they either did not respond to calls or declined to elaborate on what had transpired.",0
550,Decode Politics: Why Mamata Banerjee has served Congress an ultimatum,"The TMC chief can't afford to cede her dominance in a state where BJP challenge is mounting, fears giving more to Congress will only work to BJP's advantage",0
551,"Mumbai suburb clashes, bulldozer action hit a colony that emerged out of an act of communal harmony","In 1979, Sena chief Bal Thackeray, IUML leader G M Banatwala together laid the foundation of Naya Nagar, conceived as a residential zone for Muslims, which had since kept its peace",0
552,"In balancing act, Nitish takes jibe at PM Modi over Karpoori Bharat Ratna, slams dynasty politics",Bihar CM demands separate quotas for EBCs and OBCs at national level on the basis of Karpoori model; state BJP rules out his return to NDA,0
553,"After Mamata Banerjee, Punjab CM Bhagwant Mann says no alliance with Congress in Punjab",Punjab CM Bhagwant Mann also said the AAP candidates will be chosen on winnability.,0
554,"Congress hopes to placate Mamata, resolution in Punjab difficult","“We cannot imagine the INDIA bloc without Mamataji… We are hopeful that the talks are on,” says Jairam Ramesh",0
555,"INDIA hits Bengal wall: Mamata says no talks, will fight Lok Sabha polls alone","In her statement, TMC supremo and West Bengal Chief Minister Mamata Banerjee said no talks were on with the Congress, her party would contest the coming Lok Sabha polls alone, and that the issue of a national alliance would be decided only after the elections.",0
556,"Today in Politics: Maratha quota plea in SC, Nitish Kumar to address Karpoori Thakur birth centenary event","Plus, Prime Minister Narendra Modi is set to virtually address first-time voters at a BJP Yuva Morcha conference.",0
557,"In ‘Bharat Ratna’ Karpoori Thakur, Modi govt may have another winner","Its previous 5 Bharat Ratnas, in nearly 10 yrs in power, have included Madan Mohan Malviya, Vajpayee, Pranab Mukherjee, Bhupen Hazarika, Nanaji Deshmukh; UPA 10 years saw 3 awardees",0
558,Bharat Ratna for ‘Jan Nayak’ Karpoori Thakur: BJP bid to blunt JD(U)-RJD social justice pitch,The BJP-led Centre’s decision to confer the country’s highest civilian honour on Karpoori comes at a time when Bihar is celebrating the centenary of his birth anniversary from January 22-24 and the opposition INDIA alliance has been pitching for a nation-wide caste census.,0
559,"INDIA looks for direction as Rahul Yatra trundles on, BJP races down temple road","Ahead of Yatra entry into Bengal, Bihar, allies express open disillusionment with seat talks; not much headway in other states as well",0
560,"Buzz over its plans, JD(U) admits ‘BJP more prepared’, says ‘better had Rahul yatra been INDIA event’",Senior party leader K C Tyagi’s comments come on a day when Nitish Kumar’s visit to Raj Bhavan again triggers speculation about the Bihar alliance,0
561,"Newsmaker | Bharat Ratna for Karpoori Thakur, two-time Bihar CM and socialist iconSubscriber Only","As CM in 1978, Thakur implemented a layered reservation system, despite resistance from the Bharatiya Jan Sangh, a major constituent of the Janata Party government in power at the time.",0
562,"Decode Politics: In Yatra clashes, signs of Rahul-Himanta bad blood","Ever since Assam CM left the Congress in 2015, Rahul has been the villain in stories of his departure",0
563,"Amid INDIA rumblings in Bengal, CPI(M) ups the ante: Will skip Rahul Yatra if TMC joins it","CPI(M)'s Salim told The Indian Express, 'We give full support to Rahul Gandhi's Yatra. But, we made it clear we will not participate in the Yatra with any political force who helped BJP to grow their organisation in Bengal.'",0
564,"As Sharmila launches Cong campaign in Andhra with state tour, Jagan takes first swipe at sister",Sharmila will visit all 26 districts over 9 days to hold review meetings with party workers; CM Jagan suggests she is acting at the behest of rival Chandrababu Naidu,0
565,"From the Urdu Press: ‘If Nitish switches sides, won’t be surprising’, ‘INDIA bloc seems to be drifting’","Uddhav Sena knows that following the setbacks it got by the EC and the Speaker’s rulings the party will have to fight the real battle in the midst of people, writes Inquilab.",0
566,Decode Politics: A 42-day strike in Andhra ends — why YSRCP moved fast to defuse it,"The government of Y S Jagan Mohan Reddy, which was facing strong criticism from the Opposition, has agreed to meet 10 of the 11 demands of Anganwadi workers.",0
567,"FIR against Rahul Gandhi, others over scuffle after police stop Congress yatra in Guwahati","Assam Director General of Police G P Singh said “lawful action is being taken against such leaders and participants who instigated, led and participated in unlawful activities”.",0
568,"‘Putting up a united front’: Nitish, Tejashwi to attend Rahul’s Nyay Yatra on Jan 30",Lack of consensus on seat-sharing in Bihar for the Lok Sabha elections has led to speculation of frosty ties between the Congress and the JD(U).,0
